Primary County Coordinates;County;City;Year;Estimate
(42.0372125, -95.3819678);Crawford;BALANCE OF CRAWFORD COUNTY;2016;4482.0
(42.0372125, -95.3819678);Crawford;ASPINWALL;2016;39.0
(42.0372125, -95.3819678);Crawford;DOW CITY;2016;500.0
(42.0372125, -95.3819678);Crawford;VAIL;2016;425.0
(42.0372125, -95.3819678);Crawford;DENISON;2016;8358.0
(42.0372125, -95.3819678);Crawford;DOW CITY;2015;504.0
(42.0372125, -95.3819678);Crawford;WESTSIDE;2015;295.0
(42.0372125, -95.3819678);Crawford;DUNLAP;2015;0.0
(42.0372125, -95.3819678);Crawford;SCHLESWIG;2015;877.0
(42.0372125, -95.3819678);Crawford;VAIL;2015;428.0
(42.0372125, -95.3819678);Crawford;ASPINWALL;2015;39.0
(42.0372125, -95.3819678);Crawford;BUCK GROVE;2015;42.0
(41.8980358, -95.3819678);Crawford;ARION;2015;109.0
(42.0372125, -95.3819678);Crawford;DELOIT;2015;261.0
(42.0372125, -95.3819678);Crawford;RICKETTS;2015;138.0
(42.0372125, -95.3819678);Crawford;DENISON;2015;8290.0
(42.0372125, -95.3819678);Crawford;BALANCE OF CRAWFORD COUNTY;2015;4508.0
(42.0372125, -95.3819678);Crawford;MANILLA;2015;775.0
(42.0372125, -95.3819678);Crawford;CHARTER OAK;2015;492.0
(42.0372125, -95.3819678);Crawford;KIRON;2015;273.0
(42.0372125, -95.3819678);Crawford;MANILLA;2014;780.0
(42.0372125, -95.3819678);Crawford;DELOIT;2014;263.0
(42.0372125, -95.3819678);Crawford;DENISON;2014;8352.0
(42.0372125, -95.3819678);Crawford;RICKETTS;2014;144.0
(42.0372125, -95.3819678);Crawford;WESTSIDE;2014;298.0
(41.8980358, -95.3819678);Crawford;ARION;2014;110.0
(42.0372125, -95.3819678);Crawford;ASPINWALL;2014;40.0
(42.0372125, -95.3819678);Crawford;BALANCE OF CRAWFORD COUNTY;2014;4542.0
(42.0372125, -95.3819678);Crawford;VAIL;2014;431.0
(42.0372125, -95.3819678);Crawford;KIRON;2014;276.0
(42.0372125, -95.3819678);Crawford;DUNLAP;2014;0.0
(42.0372125, -95.3819678);Crawford;DOW CITY;2014;506.0
(42.0372125, -95.3819678);Crawford;BUCK GROVE;2014;43.0
(42.0372125, -95.3819678);Crawford;SCHLESWIG;2014;884.0
(42.0372125, -95.3819678);Crawford;CHARTER OAK;2014;498.0
(42.0372125, -95.3819678);Crawford;SCHLESWIG;2013;896.0
(42.0372125, -95.3819678);Crawford;RICKETTS;2013;147.0
(42.0372125, -95.3819678);Crawford;CHARTER OAK;2013;507.0
(42.0372125, -95.3819678);Crawford;BALANCE OF CRAWFORD COUNTY;2013;4613.0
(42.0372125, -95.3819678);Crawford;DELOIT;2013;267.0
(42.0372125, -95.3819678);Crawford;DENISON;2013;8412.0
(42.0372125, -95.3819678);Crawford;MANILLA;2013;785.0
(42.0372125, -95.3819678);Crawford;DUNLAP;2013;0.0
(42.0372125, -95.3819678);Crawford;VAIL;2013;441.0
(41.8980358, -95.3819678);Crawford;ARION;2013;112.0
(42.0372125, -95.3819678);Crawford;DOW CITY;2013;517.0
(42.0372125, -95.3819678);Crawford;WESTSIDE;2013;303.0
(42.0372125, -95.3819678);Crawford;KIRON;2013;281.0
(42.0372125, -95.3819678);Crawford;ASPINWALL;2013;40.0
(42.0372125, -95.3819678);Crawford;BUCK GROVE;2013;44.0
(42.0372125, -95.3819678);Crawford;DUNLAP;2012;0.0
(42.0372125, -95.3819678);Crawford;BALANCE OF CRAWFORD COUNTY;2012;4596.0
(42.0372125, -95.3819678);Crawford;MANILLA;2012;780.0
(42.0372125, -95.3819678);Crawford;DOW CITY;2012;518.0
(42.0372125, -95.3819678);Crawford;BUCK GROVE;2012;44.0
(42.0372125, -95.3819678);Crawford;RICKETTS;2012;147.0
(42.0372125, -95.3819678);Crawford;ASPINWALL;2012;40.0
(42.0372125, -95.3819678);Crawford;KIRON;2012;280.0
(42.0372125, -95.3819678);Crawford;DENISON;2012;8396.0
(42.0372125, -95.3819678);Crawford;WESTSIDE;2012;305.0
(42.0372125, -95.3819678);Crawford;DELOIT;2012;267.0
(42.0372125, -95.3819678);Crawford;SCHLESWIG;2012;892.0
(42.0372125, -95.3819678);Crawford;CHARTER OAK;2012;508.0
(41.8980358, -95.3819678);Crawford;ARION;2012;109.0
(42.0372125, -95.3819678);Crawford;VAIL;2012;441.0
(42.0372125, -95.3819678);Crawford;SCHLESWIG;2011;888.0
(41.8980358, -95.3819678);Crawford;ARION;2011;109.0
(42.0372125, -95.3819678);Crawford;MANILLA;2011;779.0
(42.0372125, -95.3819678);Crawford;BUCK GROVE;2011;43.0
(42.0372125, -95.3819678);Crawford;VAIL;2011;441.0
(42.0372125, -95.3819678);Crawford;DUNLAP;2011;0.0
(42.0372125, -95.3819678);Crawford;WESTSIDE;2011;301.0
(42.0372125, -95.3819678);Crawford;DENISON;2011;8352.0
(42.0372125, -95.3819678);Crawford;CHARTER OAK;2011;504.0
(42.0372125, -95.3819678);Crawford;ASPINWALL;2011;40.0
(42.0372125, -95.3819678);Crawford;KIRON;2011;281.0
(42.0372125, -95.3819678);Crawford;DOW CITY;2011;512.0
(42.0372125, -95.3819678);Crawford;DELOIT;2011;268.0
(42.0372125, -95.3819678);Crawford;BALANCE OF CRAWFORD COUNTY;2011;4560.0
(42.0372125, -95.3819678);Crawford;RICKETTS;2011;146.0
(42.0372125, -95.3819678);Crawford;SCHLESWIG;2010;885.0
(42.0372125, -95.3819678);Crawford;DENISON;2010;8329.0
(42.0372125, -95.3819678);Crawford;CHARTER OAK;2010;504.0
(42.0372125, -95.3819678);Crawford;ASPINWALL;2010;40.0
(42.0372125, -95.3819678);Crawford;BALANCE OF CRAWFORD COUNTY;2010;4525.0
(42.0372125, -95.3819678);Crawford;WESTSIDE;2010;300.0
(42.0372125, -95.3819678);Crawford;BUCK GROVE;2010;43.0
(42.0372125, -95.3819678);Crawford;KIRON;2010;280.0
(42.0372125, -95.3819678);Crawford;DUNLAP;2010;0.0
(42.0372125, -95.3819678);Crawford;VAIL;2010;440.0
(42.0372125, -95.3819678);Crawford;DELOIT;2010;267.0
(41.8980358, -95.3819678);Crawford;ARION;2010;108.0
(42.0372125, -95.3819678);Crawford;RICKETTS;2010;146.0
(42.0372125, -95.3819678);Crawford;MANILLA;2010;779.0
(42.0372125, -95.3819678);Crawford;DOW CITY;2010;512.0
(42.0372125, -95.3819678);Crawford;BUCK GROVE;2010;43.0
(42.0372125, -95.3819678);Crawford;KIRON;2010;279.0
(42.0372125, -95.3819678);Crawford;BALANCE OF CRAWFORD COUNTY;2010;4514.0
(42.0372125, -95.3819678);Crawford;RICKETTS;2010;145.0
(41.8980358, -95.3819678);Crawford;ARION;2010;108.0
(42.0372125, -95.3819678);Crawford;DELOIT;2010;264.0
(42.0372125, -95.3819678);Crawford;VAIL;2010;436.0
(42.0372125, -95.3819678);Crawford;CHARTER OAK;2010;502.0
(42.0372125, -95.3819678);Crawford;SCHLESWIG;2010;882.0
(42.0372125, -95.3819678);Crawford;DUNLAP;2010;0.0
(42.0372125, -95.3819678);Crawford;ASPINWALL;2010;40.0
(42.0372125, -95.3819678);Crawford;MANILLA;2010;776.0
(42.0372125, -95.3819678);Crawford;DENISON;2010;8298.0
(42.0372125, -95.3819678);Crawford;DOW CITY;2010;510.0
(42.0372125, -95.3819678);Crawford;WESTSIDE;2010;299.0
(41.6848862, -94.0397374);Dallas;GRANGER;2017;1142.0
(41.6848862, -94.0397374);Dallas;VAN METER;2017;1131.0
(41.6848862, -94.0397374);Dallas;DEXTER;2017;575.0
(42.0372125, -94.0397374);Dallas;ADEL;2017;4386.0
(41.6848862, -94.0397374);Dallas;REDFIELD;2017;795.0
(41.6848862, -94.0397374);Dallas;CLIVE;2017;5419.0
(41.6848862, -94.0397374);Dallas;DE SOTO;2017;1008.0
(41.6848862, -94.0397374);Dallas;LINDEN;2017;200.0
(41.6848862, -94.0397374);Dallas;DAWSON;2017;124.0
(41.6848862, -94.0397374);Dallas;PERRY;2017;7517.0
(41.6848862, -94.0397374);Dallas;BOUTON;2017;120.0
(41.6848862, -94.0397374);Dallas;GRIMES;2017;16.0
(41.6848862, -94.0397374);Dallas;URBANDALE;2017;10482.0
(41.6848862, -94.0397374);Dallas;DALLAS CENTER;2017;1698.0
(41.6848862, -94.0397374);Dallas;WAUKEE;2017;20649.0
(41.6848862, -94.0397374);Dallas;WEST DES MOINES;2017;20287.0
(41.6848862, -94.0397374);Dallas;WOODWARD;2017;978.0
(41.6848862, -94.0397374);Dallas;MINBURN;2017;346.0
(41.6848862, -94.0397374);Dallas;BALANCE OF DALLAS COUNTY;2017;10362.0
(42.0372125, -94.0397374);Dallas;ADEL;2016;4199.0
(41.6848862, -94.0397374);Dallas;CLIVE;2016;5417.0
(41.6848862, -94.0397374);Dallas;VAN METER;2016;1107.0
(41.6848862, -94.0397374);Dallas;URBANDALE;2016;9922.0
(41.6848862, -94.0397374);Dallas;WEST DES MOINES;2016;19325.0
(41.6848862, -94.0397374);Dallas;DALLAS CENTER;2016;1713.0
(41.6848862, -94.0397374);Dallas;REDFIELD;2016;809.0
(41.6848862, -94.0397374);Dallas;WOODWARD;2016;1002.0
(41.6848862, -94.0397374);Dallas;BALANCE OF DALLAS COUNTY;2016;10498.0
(41.6848862, -94.0397374);Dallas;DAWSON;2016;127.0
(41.6848862, -94.0397374);Dallas;LINDEN;2016;203.0
(41.6848862, -94.0397374);Dallas;WAUKEE;2016;18945.0
(41.6848862, -94.0397374);Dallas;MINBURN;2016;354.0
(41.6848862, -94.0397374);Dallas;BOUTON;2016;123.0
(41.6848862, -94.0397374);Dallas;GRANGER;2016;1141.0
(41.6848862, -94.0397374);Dallas;PERRY;2016;7664.0
(41.6848862, -94.0397374);Dallas;DE SOTO;2016;1032.0
(41.6848862, -94.0397374);Dallas;GRIMES;2016;14.0
(41.6848862, -94.0397374);Dallas;DEXTER;2016;590.0
(41.6848862, -94.0397374);Dallas;BOUTON;2015;124.0
(41.6848862, -94.0397374);Dallas;URBANDALE;2015;9256.0
(41.6848862, -94.0397374);Dallas;VAN METER;2015;1085.0
(41.6848862, -94.0397374);Dallas;GRIMES;2015;12.0
(41.6848862, -94.0397374);Dallas;DEXTER;2015;596.0
(41.6848862, -94.0397374);Dallas;WEST DES MOINES;2015;18252.0
(42.0372125, -94.0397374);Dallas;ADEL;2015;3973.0
(41.6848862, -94.0397374);Dallas;CLIVE;2015;5353.0
(41.6848862, -94.0397374);Dallas;PERRY;2015;7625.0
(41.6848862, -94.0397374);Dallas;WOODWARD;2015;1008.0
(41.6848862, -94.0397374);Dallas;WAUKEE;2015;17382.0
(41.6848862, -94.0397374);Dallas;DE SOTO;2015;1036.0
(41.6848862, -94.0397374);Dallas;DAWSON;2015;128.0
(41.6848862, -94.0397374);Dallas;BALANCE OF DALLAS COUNTY;2015;10463.0
(41.6848862, -94.0397374);Dallas;DALLAS CENTER;2015;1692.0
(41.6848862, -94.0397374);Dallas;MINBURN;2015;359.0
(41.6848862, -94.0397374);Dallas;REDFIELD;2015;816.0
(41.6848862, -94.0397374);Dallas;LINDEN;2015;202.0
(41.6848862, -94.0397374);Dallas;GRANGER;2015;1129.0
(41.6848862, -94.0397374);Dallas;DALLAS CENTER;2014;1744.0
(42.0372125, -94.0397374);Dallas;ADEL;2014;4033.0
(41.6848862, -94.0397374);Dallas;WAUKEE;2014;16660.0
(41.6848862, -94.0397374);Dallas;DEXTER;2014;620.0
(41.6848862, -94.0397374);Dallas;LINDEN;2014;210.0
(41.6848862, -94.0397374);Dallas;PERRY;2014;7932.0
(41.6848862, -94.0397374);Dallas;WOODWARD;2014;1047.0
(41.6848862, -94.0397374);Dallas;BOUTON;2014;129.0
(41.6848862, -94.0397374);Dallas;DE SOTO;2014;1078.0
(41.6848862, -94.0397374);Dallas;BALANCE OF DALLAS COUNTY;2014;10805.0
(41.6848862, -94.0397374);Dallas;REDFIELD;2014;854.0
(41.6848862, -94.0397374);Dallas;GRIMES;2014;12.0
(41.6848862, -94.0397374);Dallas;CLIVE;2014;5452.0
(41.6848862, -94.0397374);Dallas;WEST DES MOINES;2014;15853.0
(41.6848862, -94.0397374);Dallas;MINBURN;2014;374.0
(41.6848862, -94.0397374);Dallas;GRANGER;2014;1166.0
(41.6848862, -94.0397374);Dallas;DAWSON;2014;133.0
(41.6848862, -94.0397374);Dallas;URBANDALE;2014;8356.0
(41.6848862, -94.0397374);Dallas;VAN METER;2014;1111.0
(41.6848862, -94.0397374);Dallas;URBANDALE;2013;7345.0
(41.6848862, -94.0397374);Dallas;GRANGER;2013;1136.0
(41.6848862, -94.0397374);Dallas;DEXTER;2013;627.0
(41.6848862, -94.0397374);Dallas;BALANCE OF DALLAS COUNTY;2013;10817.0
(41.6848862, -94.0397374);Dallas;VAN METER;2013;1103.0
(41.6848862, -94.0397374);Dallas;DALLAS CENTER;2013;1730.0
(41.6848862, -94.0397374);Dallas;GRIMES;2013;12.0
(41.6848862, -94.0397374);Dallas;BOUTON;2013;133.0
(41.6848862, -94.0397374);Dallas;LINDEN;2013;210.0
(41.6848862, -94.0397374);Dallas;DAWSON;2013;137.0
(41.6848862, -94.0397374);Dallas;WEST DES MOINES;2013;14569.0
(41.6848862, -94.0397374);Dallas;REDFIELD;2013;863.0
(42.0372125, -94.0397374);Dallas;ADEL;2013;3971.0
(41.6848862, -94.0397374);Dallas;CLIVE;2013;5360.0
(41.6848862, -94.0397374);Dallas;WOODWARD;2013;1058.0
(41.6848862, -94.0397374);Dallas;MINBURN;2013;377.0
(41.6848862, -94.0397374);Dallas;PERRY;2013;8015.0
(41.6848862, -94.0397374);Dallas;DE SOTO;2013;1089.0
(41.6848862, -94.0397374);Dallas;WAUKEE;2013;16290.0
(41.6848862, -94.0397374);Dallas;DAWSON;2012;136.0
(41.6848862, -94.0397374);Dallas;REDFIELD;2012;861.0
(41.6848862, -94.0397374);Dallas;URBANDALE;2012;7149.0
(41.6848862, -94.0397374);Dallas;BALANCE OF DALLAS COUNTY;2012;10700.0
(41.6848862, -94.0397374);Dallas;DE SOTO;2012;1082.0
(41.6848862, -94.0397374);Dallas;WEST DES MOINES;2012;13481.0
(41.6848862, -94.0397374);Dallas;MINBURN;2012;376.0
(41.6848862, -94.0397374);Dallas;PERRY;2012;7994.0
(41.6848862, -94.0397374);Dallas;LINDEN;2012;209.0
(41.6848862, -94.0397374);Dallas;VAN METER;2012;1098.0
(41.6848862, -94.0397374);Dallas;DEXTER;2012;624.0
(41.6848862, -94.0397374);Dallas;DALLAS CENTER;2012;1709.0
(41.6848862, -94.0397374);Dallas;GRANGER;2012;1116.0
(41.6848862, -94.0397374);Dallas;BOUTON;2012;132.0
(41.6848862, -94.0397374);Dallas;WOODWARD;2012;1055.0
(42.0372125, -94.0397374);Dallas;ADEL;2012;3884.0
(41.6848862, -94.0397374);Dallas;CLIVE;2012;5249.0
(41.6848862, -94.0397374);Dallas;GRIMES;2012;13.0
(41.6848862, -94.0397374);Dallas;WAUKEE;2012;15308.0
(42.0372125, -94.0397374);Dallas;ADEL;2011;3813.0
(41.6848862, -94.0397374);Dallas;WOODWARD;2011;1049.0
(41.6848862, -94.0397374);Dallas;BOUTON;2011;131.0
(41.6848862, -94.0397374);Dallas;DE SOTO;2011;1076.0
(41.6848862, -94.0397374);Dallas;VAN METER;2011;1077.0
(41.6848862, -94.0397374);Dallas;URBANDALE;2011;6558.0
(41.6848862, -94.0397374);Dallas;DALLAS CENTER;2011;1678.0
(41.6848862, -94.0397374);Dallas;PERRY;2011;7933.0
(41.6848862, -94.0397374);Dallas;GRANGER;2011;1099.0
(41.6848862, -94.0397374);Dallas;DEXTER;2011;620.0
(41.6848862, -94.0397374);Dallas;MINBURN;2011;375.0
(41.6848862, -94.0397374);Dallas;LINDEN;2011;205.0
(41.6848862, -94.0397374);Dallas;WEST DES MOINES;2011;12645.0
(41.6848862, -94.0397374);Dallas;BALANCE OF DALLAS COUNTY;2011;10584.0
(41.6848862, -94.0397374);Dallas;GRIMES;2011;11.0
(41.6848862, -94.0397374);Dallas;WAUKEE;2011;14834.0
(41.6848862, -94.0397374);Dallas;CLIVE;2011;4927.0
(41.6848862, -94.0397374);Dallas;DAWSON;2011;135.0
(41.6848862, -94.0397374);Dallas;REDFIELD;2011;855.0
(41.6848862, -94.0397374);Dallas;VAN METER;2010;1029.0
(42.0372125, -94.0397374);Dallas;ADEL;2010;3727.0
(41.6848862, -94.0397374);Dallas;BOUTON;2010;128.0
(41.6848862, -94.0397374);Dallas;PERRY;2010;7742.0
(41.6848862, -94.0397374);Dallas;REDFIELD;2010;833.0
(41.6848862, -94.0397374);Dallas;BALANCE OF DALLAS COUNTY;2010;10268.0
(41.6848862, -94.0397374);Dallas;GRIMES;2010;13.0
(41.6848862, -94.0397374);Dallas;DEXTER;2010;606.0
(41.6848862, -94.0397374);Dallas;LINDEN;2010;200.0
(41.6848862, -94.0397374);Dallas;URBANDALE;2010;6402.0
(41.6848862, -94.0397374);Dallas;DALLAS CENTER;2010;1632.0
(41.6848862, -94.0397374);Dallas;WOODWARD;2010;1024.0
(41.6848862, -94.0397374);Dallas;GRANGER;2010;1043.0
(41.6848862, -94.0397374);Dallas;DAWSON;2010;132.0
(41.6848862, -94.0397374);Dallas;WAUKEE;2010;13950.0
(41.6848862, -94.0397374);Dallas;MINBURN;2010;366.0
(41.6848862, -94.0397374);Dallas;DE SOTO;2010;1048.0
(41.6848862, -94.0397374);Dallas;CLIVE;2010;4743.0
(41.6848862, -94.0397374);Dallas;WEST DES MOINES;2010;11851.0
(41.6848862, -94.0397374);Dallas;WAUKEE;2010;13790.0
(41.6848862, -94.0397374);Dallas;VAN METER;2010;1016.0
(41.6848862, -94.0397374);Dallas;MINBURN;2010;365.0
(41.6848862, -94.0397374);Dallas;WEST DES MOINES;2010;11569.0
(41.6848862, -94.0397374);Dallas;LINDEN;2010;199.0
(41.6848862, -94.0397374);Dallas;DAWSON;2010;131.0
(41.6848862, -94.0397374);Dallas;DE SOTO;2010;1050.0
(41.6848862, -94.0397374);Dallas;BOUTON;2010;129.0
(41.6848862, -94.0397374);Dallas;DALLAS CENTER;2010;1623.0
(41.6848862, -94.0397374);Dallas;DEXTER;2010;611.0
(41.6848862, -94.0397374);Dallas;BALANCE OF DALLAS COUNTY;2010;10309.0
(41.6848862, -94.0397374);Dallas;PERRY;2010;7702.0
(41.6848862, -94.0397374);Dallas;CLIVE;2010;4717.0
(41.6848862, -94.0397374);Dallas;WOODWARD;2010;1024.0
(41.6848862, -94.0397374);Dallas;REDFIELD;2010;835.0
(41.6848862, -94.0397374);Dallas;GRIMES;2010;14.0
(41.6848862, -94.0397374);Dallas;GRANGER;2010;1032.0
(41.6848862, -94.0397374);Dallas;URBANDALE;2010;6337.0
(42.0372125, -94.0397374);Dallas;ADEL;2010;3682.0
(40.7476891, -92.4097173);Davis;FLORIS;2017;144.0
(40.7476891, -92.4097173);Davis;DRAKESVILLE;2017;187.0
(40.7476891, -92.4097173);Davis;PULASKI;2017;285.0
(41.6848862, -92.4097173);Davis;BLOOMFIELD;2017;2676.0
(40.7476891, -92.4097173);Davis;BALANCE OF DAVIS COUNTY;2017;5674.0
(41.6848862, -92.4097173);Davis;BLOOMFIELD;2016;2658.0
(40.7476891, -92.4097173);Davis;DRAKESVILLE;2016;185.0
(40.7476891, -92.4097173);Davis;PULASKI;2016;279.0
(40.7476891, -92.4097173);Davis;BALANCE OF DAVIS COUNTY;2016;5638.0
(40.7476891, -92.4097173);Davis;FLORIS;2016;141.0
(40.7476891, -92.4097173);Davis;PULASKI;2015;271.0
(40.7476891, -92.4097173);Davis;BALANCE OF DAVIS COUNTY;2015;5567.0
(41.6848862, -92.4097173);Davis;BLOOMFIELD;2015;2617.0
(40.7476891, -92.4097173);Davis;FLORIS;2015;139.0
(40.7476891, -92.4097173);Davis;DRAKESVILLE;2015;183.0
(41.6848862, -92.4097173);Davis;BLOOMFIELD;2014;2608.0
(40.7476891, -92.4097173);Davis;PULASKI;2014;268.0
(40.7476891, -92.4097173);Davis;DRAKESVILLE;2014;185.0
(40.7476891, -92.4097173);Davis;FLORIS;2014;139.0
(40.7476891, -92.4097173);Davis;BALANCE OF DAVIS COUNTY;2014;5556.0
(40.7476891, -92.4097173);Davis;PULASKI;2013;265.0
(40.7476891, -92.4097173);Davis;DRAKESVILLE;2013;185.0
(40.7476891, -92.4097173);Davis;BALANCE OF DAVIS COUNTY;2013;5554.0
(40.7476891, -92.4097173);Davis;FLORIS;2013;139.0
(41.6848862, -92.4097173);Davis;BLOOMFIELD;2013;2625.0
(40.7476891, -92.4097173);Davis;DRAKESVILLE;2012;183.0
(40.7476891, -92.4097173);Davis;FLORIS;2012;137.0
(40.7476891, -92.4097173);Davis;BALANCE OF DAVIS COUNTY;2012;5510.0
(41.6848862, -92.4097173);Davis;BLOOMFIELD;2012;2614.0
(40.7476891, -92.4097173);Davis;PULASKI;2012;263.0
(40.7476891, -92.4097173);Davis;FLORIS;2011;138.0
(41.6848862, -92.4097173);Davis;BLOOMFIELD;2011;2631.0
(40.7476891, -92.4097173);Davis;PULASKI;2011;263.0
(40.7476891, -92.4097173);Davis;BALANCE OF DAVIS COUNTY;2011;5553.0
(40.7476891, -92.4097173);Davis;DRAKESVILLE;2011;185.0
(40.7476891, -92.4097173);Davis;BALANCE OF DAVIS COUNTY;2010;5546.0
(41.6848862, -92.4097173);Davis;BLOOMFIELD;2010;2646.0
(40.7476891, -92.4097173);Davis;FLORIS;2010;138.0
(40.7476891, -92.4097173);Davis;PULASKI;2010;261.0
(40.7476891, -92.4097173);Davis;DRAKESVILLE;2010;184.0
(40.7476891, -92.4097173);Davis;FLORIS;2010;138.0
(40.7476891, -92.4097173);Davis;PULASKI;2010;260.0
(41.6848862, -92.4097173);Davis;BLOOMFIELD;2010;2640.0
(40.7476891, -92.4097173);Davis;DRAKESVILLE;2010;184.0
(40.7476891, -92.4097173);Davis;BALANCE OF DAVIS COUNTY;2010;5531.0
(40.7376827, -93.7862815);Decatur;LAMONI;2017;2267.0
(40.7376827, -93.7862815);Decatur;WELDON;2017;116.0
(40.7376827, -93.7862815);Decatur;VAN WERT;2017;206.0
(40.7376827, -93.7862815);Decatur;PLEASANTON;2017;44.0
(40.7476891, -93.7862815);Decatur;DAVIS CITY;2017;187.0
(40.7376827, -93.7862815);Decatur;LEON;2017;1843.0
(40.7376827, -93.7862815);Decatur;DECATUR CITY;2017;182.0
(40.7376827, -93.7862815);Decatur;GARDEN GROVE;2017;201.0
(40.7376827, -93.7862815);Decatur;BALANCE OF DECATUR COUNTY;2017;2674.0
(40.7376827, -93.7862815);Decatur;GRAND RIVER;2017;216.0
(40.7376827, -93.7862815);Decatur;LE ROY;2017;14.0
(40.7376827, -93.7862815);Decatur;DECATUR CITY;2016;184.0
(40.7376827, -93.7862815);Decatur;WELDON;2016;117.0
(40.7376827, -93.7862815);Decatur;LAMONI;2016;2288.0
(40.7376827, -93.7862815);Decatur;GRAND RIVER;2016;219.0
(40.7376827, -93.7862815);Decatur;GARDEN GROVE;2016;203.0
(40.7376827, -93.7862815);Decatur;LE ROY;2016;14.0
(40.7376827, -93.7862815);Decatur;VAN WERT;2016;209.0
(40.7376827, -93.7862815);Decatur;PLEASANTON;2016;45.0
(40.7476891, -93.7862815);Decatur;DAVIS CITY;2016;190.0
(40.7376827, -93.7862815);Decatur;LEON;2016;1868.0
(40.7376827, -93.7862815);Decatur;BALANCE OF DECATUR COUNTY;2016;2708.0
(40.7376827, -93.7862815);Decatur;GRAND RIVER;2015;222.0
(40.7376827, -93.7862815);Decatur;VAN WERT;2015;210.0
(40.7376827, -93.7862815);Decatur;LEON;2015;1873.0
(40.7376827, -93.7862815);Decatur;PLEASANTON;2015;45.0
(40.7376827, -93.7862815);Decatur;WELDON;2015;117.0
(40.7476891, -93.7862815);Decatur;DAVIS CITY;2015;190.0
(40.7376827, -93.7862815);Decatur;DECATUR CITY;2015;185.0
(40.7376827, -93.7862815);Decatur;LAMONI;2015;2346.0
(40.7376827, -93.7862815);Decatur;LE ROY;2015;14.0
(40.7376827, -93.7862815);Decatur;BALANCE OF DECATUR COUNTY;2015;2719.0
(40.7376827, -93.7862815);Decatur;GARDEN GROVE;2015;202.0
(40.7376827, -93.7862815);Decatur;GRAND RIVER;2014;224.0
(40.7376827, -93.7862815);Decatur;DECATUR CITY;2014;187.0
(40.7376827, -93.7862815);Decatur;PLEASANTON;2014;46.0
(40.7376827, -93.7862815);Decatur;LAMONI;2014;2369.0
(40.7476891, -93.7862815);Decatur;DAVIS CITY;2014;192.0
(40.7376827, -93.7862815);Decatur;GARDEN GROVE;2014;200.0
(40.7376827, -93.7862815);Decatur;LE ROY;2014;14.0
(40.7376827, -93.7862815);Decatur;LEON;2014;1896.0
(40.7376827, -93.7862815);Decatur;BALANCE OF DECATUR COUNTY;2014;2743.0
(40.7376827, -93.7862815);Decatur;VAN WERT;2014;211.0
(40.7376827, -93.7862815);Decatur;WELDON;2014;118.0
(40.7376827, -93.7862815);Decatur;VAN WERT;2013;211.0
(40.7376827, -93.7862815);Decatur;GRAND RIVER;2013;223.0
(40.7376827, -93.7862815);Decatur;LEON;2013;1887.0
(40.7376827, -93.7862815);Decatur;WELDON;2013;118.0
(40.7376827, -93.7862815);Decatur;LAMONI;2013;2391.0
(40.7376827, -93.7862815);Decatur;BALANCE OF DECATUR COUNTY;2013;2740.0
(40.7376827, -93.7862815);Decatur;PLEASANTON;2013;45.0
(40.7376827, -93.7862815);Decatur;GARDEN GROVE;2013;200.0
(40.7376827, -93.7862815);Decatur;DECATUR CITY;2013;187.0
(40.7476891, -93.7862815);Decatur;DAVIS CITY;2013;193.0
(40.7376827, -93.7862815);Decatur;LE ROY;2013;14.0
(40.7376827, -93.7862815);Decatur;WELDON;2012;120.0
(40.7376827, -93.7862815);Decatur;VAN WERT;2012;215.0
(40.7476891, -93.7862815);Decatur;DAVIS CITY;2012;196.0
(40.7376827, -93.7862815);Decatur;DECATUR CITY;2012;189.0
(40.7376827, -93.7862815);Decatur;LEON;2012;1913.0
(40.7376827, -93.7862815);Decatur;LE ROY;2012;14.0
(40.7376827, -93.7862815);Decatur;GRAND RIVER;2012;227.0
(40.7376827, -93.7862815);Decatur;BALANCE OF DECATUR COUNTY;2012;2783.0
(40.7376827, -93.7862815);Decatur;LAMONI;2012;2331.0
(40.7376827, -93.7862815);Decatur;GARDEN GROVE;2012;203.0
(40.7376827, -93.7862815);Decatur;PLEASANTON;2012;46.0
(40.7376827, -93.7862815);Decatur;GARDEN GROVE;2011;204.0
(40.7376827, -93.7862815);Decatur;LE ROY;2011;15.0
(40.7376827, -93.7862815);Decatur;VAN WERT;2011;216.0
(40.7376827, -93.7862815);Decatur;GRAND RIVER;2011;229.0
(40.7376827, -93.7862815);Decatur;LEON;2011;1921.0
(40.7376827, -93.7862815);Decatur;LAMONI;2011;2298.0
(40.7376827, -93.7862815);Decatur;PLEASANTON;2011;47.0
(40.7376827, -93.7862815);Decatur;WELDON;2011;121.0
(40.7376827, -93.7862815);Decatur;DECATUR CITY;2011;191.0
(40.7476891, -93.7862815);Decatur;DAVIS CITY;2011;198.0
(40.7376827, -93.7862815);Decatur;BALANCE OF DECATUR COUNTY;2011;2805.0
(40.7376827, -93.7862815);Decatur;LEON;2010;1968.0
(40.7376827, -93.7862815);Decatur;GRAND RIVER;2010;235.0
(40.7376827, -93.7862815);Decatur;LE ROY;2010;15.0
(40.7376827, -93.7862815);Decatur;BALANCE OF DECATUR COUNTY;2010;2881.0
(40.7376827, -93.7862815);Decatur;VAN WERT;2010;224.0
(40.7376827, -93.7862815);Decatur;PLEASANTON;2010;48.0
